order_id,date,region,product,category,customer_id,customer_segment,channel,quantity,unit_price,discount_pct,revenue,cost,profit
11934,2026-04-07,South,Product A,Core,CUST1537,Loyal,Online,4,500,0,2000.0,1200.0,800.0
11935,2026-04-07,West,Product B,Core,CUST1101,At Risk,Online,1,750,20,600.0,450.0,150.0
11936,2026-04-07,South,Product A,Core,CUST1333,Lost,Online,3,500,0,1500.0,900.0,600.0
11937,2026-04-07,West,Product A,Core,CUST1310,New,Retail Store,4,500,0,2000.0,1200.0,800.0
11938,2026-04-07,East,Product C,Accessory,CUST1315,Loyal,Retail Store,3,300,0,900.0,540.0,360.0
11939,2026-04-07,North,Product C,Accessory,CUST1031,Lost,Online,1,300,0,300.0,180.0,120.0
11940,2026-04-07,East,Product C,Accessory,CUST1548,At Risk,Online,4,300,5,1140.0,720.0,420.0
11941,2026-04-07,West,Product B,Core,CUST1472,Champions,Retail Store,3,750,0,2250.0,1350.0,900.0
11942,2026-04-07,East,Product A,Core,CUST1021,Loyal,Retail Store,4,500,0,2000.0,1200.0,800.0
11943,2026-04-07,East,Product B,Core,CUST1423,Champions,Partner,1,750,5,712.5,450.0,262.5
11944,2026-04-07,West,Product B,Core,CUST1068,Champions,Online,2,750,5,1425.0,900.0,525.0
11945,2026-04-07,South,Product C,Accessory,CUST1096,Loyal,Retail Store,2,300,10,540.0,360.0,180.0
11946,2026-04-07,West,Product A,Core,CUST1116,At Risk,Retail Store,4,500,0,2000.0,1200.0,800.0
11947,2026-04-07,South,Product A,Core,CUST1020,At Risk,Retail Store,3,500,5,1425.0,900.0,525.0
11948,2026-04-07,East,Product A,Core,CUST1522,Loyal,Retail Store,2,500,20,800.0,600.0,200.0
11949,2026-04-07,East,Product A,Core,CUST1590,Lost,Online,1,500,5,475.0,300.0,175.0
11950,2026-04-08,East,Product B,Core,CUST1540,Lost,Online,2,750,10,1350.0,900.0,450.0
11951,2026-04-08,North,Product C,Accessory,CUST1588,Loyal,Online,1,300,0,300.0,180.0,120.0
11952,2026-04-08,North,Product B,Core,CUST1040,New,Online,2,750,5,1425.0,900.0,525.0
11953,2026-04-08,North,Product C,Accessory,CUST1048,At Risk,Online,4,300,0,1200.0,720.0,480.0
11954,2026-04-08,North,Product A,Core,CUST1537,Loyal,Online,4,500,10,1800.0,1200.0,600.0
11955,2026-04-08,West,Product A,Core,CUST1261,At Risk,Partner,1,500,0,500.0,300.0,200.0
11956,2026-04-08,East,Product C,Accessory,CUST1018,At Risk,Online,3,300,0,900.0,540.0,360.0
11957,2026-04-08,South,Product B,Core,CUST1096,Loyal,Retail Store,4,750,20,2400.0,1800.0,600.0
11958,2026-04-08,East,Product A,Core,CUST1058,Champions,Retail Store,2,500,5,950.0,600.0,350.0
11959,2026-04-08,North,Product B,Core,CUST1239,Champions,Online,2,750,5,1425.0,900.0,525.0
11960,2026-04-08,East,Product B,Core,CUST1464,New,Retail Store,1,750,10,675.0,450.0,225.0
11961,2026-04-08,North,Product D,Accessory,CUST1533,At Risk,Online,4,1200,0,4800.0,2880.0,1920.0
11962,2026-04-08,East,Product C,Accessory,CUST1485,New,Retail Store,3,300,5,855.0,540.0,315.0
11963,2026-04-08,East,Product B,Core,CUST1099,Lost,Online,3,750,0,2250.0,1350.0,900.0
11964,2026-04-08,North,Product A,Core,CUST1099,Lost,Online,4,500,5,1900.0,1200.0,700.0
11965,2026-04-08,South,Product D,Accessory,CUST1518,Champions,Retail Store,4,1200,10,4320.0,2880.0,1440.0
11966,2026-04-08,North,Product A,Core,CUST1182,New,Retail Store,3,500,10,1350.0,900.0,450.0
11967,2026-04-08,North,Product A,Core,CUST1113,New,Retail Store,2,500,5,950.0,600.0,350.0
11968,2026-04-08,West,Product C,Accessory,CUST1598,Lost,Retail Store,2,300,0,600.0,360.0,240.0
11969,2026-04-08,South,Product A,Core,CUST1436,Champions,Online,2,500,0,1000.0,600.0,400.0
11970,2026-04-08,South,Product C,Accessory,CUST1052,At Risk,Online,3,300,0,900.0,540.0,360.0
11971,2026-04-08,South,Product C,Accessory,CUST1511,At Risk,Online,4,300,10,1080.0,720.0,360.0
11972,2026-04-08,East,Product D,Accessory,CUST1029,At Risk,Online,1,1200,5,1140.0,720.0,420.0
11973,2026-04-08,South,Product A,Core,CUST1451,Lost,Online,1,500,10,450.0,300.0,150.0
11974,2026-04-08,East,Product A,Core,CUST1299,At Risk,Online,4,500,20,1600.0,1200.0,400.0
11975,2026-04-08,North,Product C,Accessory,CUST1538,Loyal,Retail Store,4,300,0,1200.0,720.0,480.0
11976,2026-04-08,East,Product B,Core,CUST1198,Loyal,Partner,2,750,5,1425.0,900.0,525.0
11977,2026-04-08,West,Product A,Core,CUST1094,Loyal,Online,1,500,10,450.0,300.0,150.0
11978,2026-04-08,West,Product A,Core,CUST1434,Champions,Retail Store,3,500,10,1350.0,900.0,450.0
11979,2026-04-08,East,Product D,Accessory,CUST1180,Lost,Online,2,1200,5,2280.0,1440.0,840.0
11980,2026-04-08,South,Product B,Core,CUST1280,Champions,Online,1,750,0,750.0,450.0,300.0
11981,2026-04-08,East,Product C,Accessory,CUST1401,Lost,Online,1,300,0,300.0,180.0,120.0
11982,2026-04-08,South,Product A,Core,CUST1527,Lost,Online,3,500,0,1500.0,900.0,600.0
11983,2026-04-08,North,Product A,Core,CUST1431,At Risk,Partner,2,500,5,950.0,600.0,350.0
11984,2026-04-08,East,Product C,Accessory,CUST1256,At Risk,Online,3,300,5,855.0,540.0,315.0
11985,2026-04-08,South,Product C,Accessory,CUST1090,Loyal,Retail Store,1,300,5,285.0,180.0,105.0
11986,2026-04-08,East,Product A,Core,CUST1033,Loyal,Retail Store,3,500,5,1425.0,900.0,525.0
11987,2026-04-08,South,Product A,Core,CUST1288,New,Retail Store,2,500,5,950.0,600.0,350.0
11988,2026-04-08,East,Product C,Accessory,CUST1330,At Risk,Retail Store,3,300,5,855.0,540.0,315.0
11989,2026-04-08,South,Product A,Core,CUST1472,Champions,Partner,4,500,5,1900.0,1200.0,700.0
11990,2026-04-08,West,Product D,Accessory,CUST1002,Lost,Retail Store,2,1200,5,2280.0,1440.0,840.0
11991,2026-04-08,North,Product A,Core,CUST1577,New,Retail Store,2,500,10,900.0,600.0,300.0
11992,2026-04-09,North,Product B,Core,CUST1400,Loyal,Online,1,750,0,750.0,450.0,300.0
11993,2026-04-09,East,Product B,Core,CUST1287,Loyal,Retail Store,2,750,15,1275.0,900.0,375.0
11994,2026-04-09,East,Product A,Core,CUST1362,Champions,Retail Store,4,500,5,1900.0,1200.0,700.0
11995,2026-04-09,South,Product B,Core,CUST1313,Loyal,Retail Store,2,750,0,1500.0,900.0,600.0
11996,2026-04-09,North,Product A,Core,CUST1195,Loyal,Online,2,500,0,1000.0,600.0,400.0
11997,2026-04-09,South,Product A,Core,CUST1241,At Risk,Retail Store,3,500,5,1425.0,900.0,525.0
11998,2026-04-09,West,Product D,Accessory,CUST1009,New,Retail Store,4,1200,0,4800.0,2880.0,1920.0
11999,2026-04-09,East,Product B,Core,CUST1445,At Risk,Online,4,750,0,3000.0,1800.0,1200.0
12000,2026-04-09,East,Product C,Accessory,CUST1242,Loyal,Online,1,300,0,300.0,180.0,120.0
12001,2026-04-09,East,Product A,Core,CUST1108,Champions,Retail Store,1,500,5,475.0,300.0,175.0
12002,2026-04-09,West,Product B,Core,CUST1346,Lost,Online,4,750,20,2400.0,1800.0,600.0
12003,2026-04-09,North,Product C,Accessory,CUST1074,Champions,Online,1,300,5,285.0,180.0,105.0
12004,2026-04-09,East,Product A,Core,CUST1412,Champions,Online,1,500,0,500.0,300.0,200.0
12005,2026-04-09,South,Product D,Accessory,CUST1306,Loyal,Online,1,1200,5,1140.0,720.0,420.0
12006,2026-04-09,North,Product A,Core,CUST1275,Loyal,Retail Store,3,500,5,1425.0,900.0,525.0
12007,2026-04-09,East,Product D,Accessory,CUST1105,At Risk,Partner,4,1200,0,4800.0,2880.0,1920.0
12008,2026-04-09,West,Product C,Accessory,CUST1331,Loyal,Retail Store,4,300,20,960.0,720.0,240.0
12009,2026-04-09,South,Product C,Accessory,CUST1591,New,Retail Store,3,300,10,810.0,540.0,270.0
12010,2026-04-09,North,Product A,Core,CUST1478,At Risk,Retail Store,2,500,10,900.0,600.0,300.0
12011,2026-04-09,East,Product B,Core,CUST1352,New,Retail Store,1,750,5,712.5,450.0,262.5
12012,2026-04-09,West,Product D,Accessory,CUST1291,Champions,Retail Store,2,1200,5,2280.0,1440.0,840.0
12013,2026-04-09,South,Product A,Core,CUST1246,At Risk,Online,1,500,5,475.0,300.0,175.0
12014,2026-04-09,North,Product B,Core,CUST1350,At Risk,Online,3,750,0,2250.0,1350.0,900.0
12015,2026-04-09,West,Product C,Accessory,CUST1453,Loyal,Retail Store,3,300,0,900.0,540.0,360.0
12016,2026-04-09,East,Product A,Core,CUST1026,New,Online,2,500,10,900.0,600.0,300.0
12017,2026-04-09,North,Product A,Core,CUST1245,Lost,Retail Store,1,500,5,475.0,300.0,175.0
12018,2026-04-09,South,Product C,Accessory,CUST1432,At Risk,Partner,1,300,0,300.0,180.0,120.0
12019,2026-04-09,North,Product A,Core,CUST1107,Loyal,Online,1,500,15,425.0,300.0,125.0
12020,2026-04-09,South,Product A,Core,CUST1358,New,Online,2,500,0,1000.0,600.0,400.0
12021,2026-04-09,South,Product A,Core,CUST1301,Champions,Partner,1,500,10,450.0,300.0,150.0
12022,2026-04-09,West,Product A,Core,CUST1300,At Risk,Online,4,500,0,2000.0,1200.0,800.0
12023,2026-04-09,West,Product A,Core,CUST1551,Loyal,Retail Store,2,500,5,950.0,600.0,350.0
12024,2026-04-09,South,Product B,Core,CUST1534,Champions,Partner,1,750,0,750.0,450.0,300.0
12025,2026-04-09,North,Product D,Accessory,CUST1049,Champions,Online,4,1200,0,4800.0,2880.0,1920.0
12026,2026-04-09,West,Product A,Core,CUST1300,At Risk,Online,2,500,20,800.0,600.0,200.0
12027,2026-04-09,West,Product B,Core,CUST1560,Champions,Online,1,750,0,750.0,450.0,300.0
12028,2026-04-09,North,Product C,Accessory,CUST1320,Lost,Partner,3,300,0,900.0,540.0,360.0
12029,2026-04-09,South,Product A,Core,CUST1249,New,Retail Store,3,500,0,1500.0,900.0,600.0
12030,2026-04-09,South,Product D,Accessory,CUST1283,Loyal,Online,3,1200,10,3240.0,2160.0,1080.0
12031,2026-04-09,East,Product A,Core,CUST1412,Champions,Partner,4,500,0,2000.0,1200.0,800.0
12032,2026-04-09,North,Product C,Accessory,CUST1260,Champions,Online,3,300,10,810.0,540.0,270.0
12033,2026-04-09,South,Product A,Core,CUST1126,Loyal,Online,1,500,15,425.0,300.0,125.0
12034,2026-04-09,East,Product B,Core,CUST1459,At Risk,Online,4,750,0,3000.0,1800.0,1200.0
12035,2026-04-09,East,Product C,Accessory,CUST1225,Lost,Online,4,300,5,1140.0,720.0,420.0
12036,2026-04-09,North,Product D,Accessory,CUST1025,Loyal,Retail Store,1,1200,0,1200.0,720.0,480.0
12037,2026-04-09,South,Product A,Core,CUST1010,Loyal,Partner,3,500,5,1425.0,900.0,525.0
12038,2026-04-09,West,Product A,Core,CUST1305,New,Partner,2,500,15,850.0,600.0,250.0
12039,2026-04-09,South,Product C,Accessory,CUST1515,Loyal,Retail Store,4,300,5,1140.0,720.0,420.0
12040,2026-04-09,North,Product A,Core,CUST1425,At Risk,Online,3,500,0,1500.0,900.0,600.0
12041,2026-04-09,South,Product B,Core,CUST1123,New,Online,2,750,15,1275.0,900.0,375.0
12042,2026-04-09,East,Product A,Core,CUST1583,Loyal,Online,2,500,5,950.0,600.0,350.0
12043,2026-04-10,East,Product A,Core,CUST1170,Loyal,Online,2,500,5,950.0,600.0,350.0
12044,2026-04-10,South,Product C,Accessory,CUST1172,Loyal,Retail Store,1,300,0,300.0,180.0,120.0
12045,2026-04-10,South,Product C,Accessory,CUST1429,At Risk,Online,1,300,0,300.0,180.0,120.0
12046,2026-04-10,East,Product A,Core,CUST1423,Champions,Partner,4,500,10,1800.0,1200.0,600.0
12047,2026-04-10,North,Product C,Accessory,CUST1521,Loyal,Retail Store,1,300,0,300.0,180.0,120.0
12048,2026-04-10,South,Product C,Accessory,CUST1121,At Risk,Online,4,300,5,1140.0,720.0,420.0
12049,2026-04-10,East,Product C,Accessory,CUST1413,Lost,Online,4,300,5,1140.0,720.0,420.0
12050,2026-04-10,West,Product A,Core,CUST1567,Champions,Online,2,500,5,950.0,600.0,350.0
12051,2026-04-10,East,Product A,Core,CUST1121,At Risk,Online,3,500,15,1275.0,900.0,375.0
12052,2026-04-10,West,Product B,Core,CUST1384,Loyal,Online,3,750,10,2025.0,1350.0,675.0
12053,2026-04-10,North,Product D,Accessory,CUST1018,At Risk,Retail Store,1,1200,10,1080.0,720.0,360.0
12054,2026-04-10,North,Product A,Core,CUST1068,Champions,Partner,2,500,5,950.0,600.0,350.0
12055,2026-04-10,South,Product C,Accessory,CUST1035,Loyal,Retail Store,2,300,20,480.0,360.0,120.0
12056,2026-04-10,South,Product B,Core,CUST1025,Loyal,Online,4,750,0,3000.0,1800.0,1200.0
12057,2026-04-10,West,Product D,Accessory,CUST1003,At Risk,Retail Store,3,1200,0,3600.0,2160.0,1440.0
12058,2026-04-10,North,Product A,Core,CUST1084,Champions,Online,1,500,0,500.0,300.0,200.0
12059,2026-04-10,North,Product B,Core,CUST1245,Lost,Online,1,750,5,712.5,450.0,262.5
12060,2026-04-10,East,Product D,Accessory,CUST1155,At Risk,Retail Store,4,1200,15,4080.0,2880.0,1200.0
12061,2026-04-10,South,Product B,Core,CUST1022,Lost,Online,2,750,0,1500.0,900.0,600.0
12062,2026-04-10,East,Product A,Core,CUST1037,New,Retail Store,3,500,5,1425.0,900.0,525.0
12063,2026-04-10,North,Product B,Core,CUST1298,At Risk,Partner,2,750,5,1425.0,900.0,525.0
12064,2026-04-10,East,Product C,Accessory,CUST1362,Champions,Online,1,300,0,300.0,180.0,120.0
12065,2026-04-10,South,Product D,Accessory,CUST1386,At Risk,Online,3,1200,15,3060.0,2160.0,900.0
12066,2026-04-10,North,Product A,Core,CUST1187,Champions,Partner,4,500,0,2000.0,1200.0,800.0
12067,2026-04-10,West,Product C,Accessory,CUST1268,Champions,Online,3,300,5,855.0,540.0,315.0
12068,2026-04-10,West,Product D,Accessory,CUST1213,At Risk,Online,3,1200,10,3240.0,2160.0,1080.0
12069,2026-04-10,South,Product B,Core,CUST1314,Loyal,Online,1,750,0,750.0,450.0,300.0
12070,2026-04-10,North,Product D,Accessory,CUST1459,At Risk,Online,3,1200,10,3240.0,2160.0,1080.0
12071,2026-04-10,South,Product B,Core,CUST1376,Lost,Online,2,750,0,1500.0,900.0,600.0
12072,2026-04-10,South,Product A,Core,CUST1194,Loyal,Online,1,500,15,425.0,300.0,125.0
12073,2026-04-10,North,Product A,Core,CUST1092,New,Retail Store,1,500,15,425.0,300.0,125.0
12074,2026-04-10,East,Product B,Core,CUST1530,At Risk,Online,3,750,20,1800.0,1350.0,450.0
12075,2026-04-10,North,Product B,Core,CUST1086,At Risk,Online,1,750,0,750.0,450.0,300.0
12076,2026-04-10,East,Product C,Accessory,CUST1331,Loyal,Retail Store,1,300,10,270.0,180.0,90.0
12077,2026-04-10,East,Product D,Accessory,CUST1556,Loyal,Online,1,1200,0,1200.0,720.0,480.0
12078,2026-04-10,North,Product B,Core,CUST1595,Loyal,Online,4,750,0,3000.0,1800.0,1200.0
12079,2026-04-10,West,Product C,Accessory,CUST1380,New,Partner,2,300,5,570.0,360.0,210.0
12080,2026-04-10,North,Product B,Core,CUST1332,At Risk,Online,3,750,5,2137.5,1350.0,787.5
12081,2026-04-10,West,Product B,Core,CUST1227,New,Online,2,750,0,1500.0,900.0,600.0
12082,2026-04-10,North,Product B,Core,CUST1481,Loyal,Online,1,750,5,712.5,450.0,262.5
12083,2026-04-10,East,Product A,Core,CUST1061,New,Online,1,500,0,500.0,300.0,200.0
12084,2026-04-10,South,Product C,Accessory,CUST1060,At Risk,Online,3,300,15,765.0,540.0,225.0
12085,2026-04-10,North,Product D,Accessory,CUST1347,Loyal,Online,4,1200,0,4800.0,2880.0,1920.0
12086,2026-04-10,West,Product A,Core,CUST1436,Champions,Online,4,500,5,1900.0,1200.0,700.0
12087,2026-04-10,East,Product A,Core,CUST1391,Champions,Partner,2,500,0,1000.0,600.0,400.0
12088,2026-04-10,West,Product D,Accessory,CUST1126,Loyal,Online,1,1200,0,1200.0,720.0,480.0
12089,2026-04-10,East,Product D,Accessory,CUST1137,New,Partner,4,1200,0,4800.0,2880.0,1920.0
12090,2026-04-10,South,Product A,Core,CUST1156,Loyal,Online,4,500,0,2000.0,1200.0,800.0
12091,2026-04-10,North,Product A,Core,CUST1141,New,Online,1,500,10,450.0,300.0,150.0
12092,2026-04-10,North,Product C,Accessory,CUST1013,At Risk,Retail Store,2,300,5,570.0,360.0,210.0
12093,2026-04-10,South,Product A,Core,CUST1150,At Risk,Retail Store,3,500,10,1350.0,900.0,450.0
12094,2026-04-10,South,Product B,Core,CUST1184,At Risk,Online,4,750,0,3000.0,1800.0,1200.0
12095,2026-04-10,North,Product B,Core,CUST1537,Loyal,Retail Store,1,750,10,675.0,450.0,225.0
12096,2026-04-10,South,Product D,Accessory,CUST1526,Lost,Online,3,1200,0,3600.0,2160.0,1440.0
12097,2026-04-10,East,Product B,Core,CUST1487,Loyal,Retail Store,3,750,15,1912.5,1350.0,562.5
12098,2026-04-10,East,Product D,Accessory,CUST1329,Loyal,Online,4,1200,5,4560.0,2880.0,1680.0
12099,2026-04-10,North,Product A,Core,CUST1250,At Risk,Online,2,500,0,1000.0,600.0,400.0
12100,2026-04-10,North,Product C,Accessory,CUST1134,New,Partner,4,300,0,1200.0,720.0,480.0
12101,2026-04-10,West,Product A,Core,CUST1074,Champions,Retail Store,4,500,5,1900.0,1200.0,700.0
12102,2026-04-10,North,Product A,Core,CUST1482,New,Online,3,500,5,1425.0,900.0,525.0
12103,2026-04-10,South,Product A,Core,CUST1071,New,Online,2,500,10,900.0,600.0,300.0
12104,2026-04-10,East,Product C,Accessory,CUST1525,Loyal,Online,2,300,10,540.0,360.0,180.0
12105,2026-04-10,East,Product C,Accessory,CUST1427,At Risk,Retail Store,3,300,0,900.0,540.0,360.0
12106,2026-04-10,South,Product C,Accessory,CUST1361,Champions,Retail Store,1,300,0,300.0,180.0,120.0
12107,2026-04-11,West,Product C,Accessory,CUST1206,Champions,Online,2,300,0,600.0,360.0,240.0
12108,2026-04-11,North,Product C,Accessory,CUST1322,Loyal,Online,1,300,5,285.0,180.0,105.0
12109,2026-04-11,East,Product C,Accessory,CUST1134,New,Partner,3,300,5,855.0,540.0,315.0
12110,2026-04-11,West,Product B,Core,CUST1493,Loyal,Retail Store,1,750,10,675.0,450.0,225.0
12111,2026-04-11,North,Product B,Core,CUST1520,Lost,Online,4,750,5,2850.0,1800.0,1050.0
12112,2026-04-11,West,Product B,Core,CUST1071,New,Online,4,750,0,3000.0,1800.0,1200.0
12113,2026-04-11,North,Product C,Accessory,CUST1248,Loyal,Online,1,300,5,285.0,180.0,105.0
12114,2026-04-11,North,Product C,Accessory,CUST1575,New,Retail Store,3,300,0,900.0,540.0,360.0
12115,2026-04-11,North,Product A,Core,CUST1086,At Risk,Online,3,500,5,1425.0,900.0,525.0
12116,2026-04-11,South,Product A,Core,CUST1137,New,Online,1,500,5,475.0,300.0,175.0
12117,2026-04-11,West,Product A,Core,CUST1168,Loyal,Online,3,500,10,1350.0,900.0,450.0
12118,2026-04-11,North,Product C,Accessory,CUST1431,At Risk,Online,1,300,0,300.0,180.0,120.0
12119,2026-04-11,South,Product A,Core,CUST1322,Loyal,Online,4,500,5,1900.0,1200.0,700.0
12120,2026-04-11,West,Product C,Accessory,CUST1113,New,Retail Store,2,300,0,600.0,360.0,240.0
12121,2026-04-11,South,Product B,Core,CUST1249,New,Retail Store,4,750,0,3000.0,1800.0,1200.0
12122,2026-04-11,South,Product B,Core,CUST1049,Champions,Retail Store,2,750,15,1275.0,900.0,375.0
12123,2026-04-11,South,Product A,Core,CUST1191,Loyal,Retail Store,2,500,0,1000.0,600.0,400.0
12124,2026-04-11,North,Product A,Core,CUST1533,At Risk,Partner,3,500,0,1500.0,900.0,600.0
12125,2026-04-11,South,Product B,Core,CUST1230,Champions,Online,4,750,15,2550.0,1800.0,750.0
12126,2026-04-11,East,Product A,Core,CUST1430,Lost,Online,3,500,5,1425.0,900.0,525.0
12127,2026-04-11,West,Product A,Core,CUST1041,At Risk,Online,2,500,0,1000.0,600.0,400.0
12128,2026-04-11,East,Product C,Accessory,CUST1240,At Risk,Online,3,300,0,900.0,540.0,360.0
12129,2026-04-11,South,Product B,Core,CUST1478,At Risk,Retail Store,4,750,10,2700.0,1800.0,900.0
12130,2026-04-11,South,Product B,Core,CUST1450,Champions,Partner,3,750,5,2137.5,1350.0,787.5
12131,2026-04-11,South,Product C,Accessory,CUST1572,New,Partner,4,300,0,1200.0,720.0,480.0
12132,2026-04-11,North,Product C,Accessory,CUST1345,At Risk,Partner,3,300,10,810.0,540.0,270.0
12133,2026-04-11,East,Product A,Core,CUST1578,Lost,Retail Store,1,500,0,500.0,300.0,200.0
12134,2026-04-11,East,Product B,Core,CUST1490,At Risk,Online,2,750,10,1350.0,900.0,450.0
12135,2026-04-11,East,Product C,Accessory,CUST1196,New,Partner,3,300,5,855.0,540.0,315.0
12136,2026-04-11,South,Product A,Core,CUST1497,At Risk,Retail Store,2,500,0,1000.0,600.0,400.0
12137,2026-04-11,East,Product D,Accessory,CUST1512,Champions,Online,2,1200,10,2160.0,1440.0,720.0
12138,2026-04-11,North,Product C,Accessory,CUST1433,At Risk,Online,3,300,5,855.0,540.0,315.0
12139,2026-04-11,South,Product A,Core,CUST1294,At Risk,Retail Store,2,500,0,1000.0,600.0,400.0
12140,2026-04-11,South,Product A,Core,CUST1599,At Risk,Online,2,500,10,900.0,600.0,300.0
12141,2026-04-11,North,Product C,Accessory,CUST1068,Champions,Online,2,300,10,540.0,360.0,180.0
12142,2026-04-11,West,Product A,Core,CUST1122,Champions,Online,4,500,5,1900.0,1200.0,700.0
12143,2026-04-11,East,Product A,Core,CUST1427,At Risk,Online,2,500,10,900.0,600.0,300.0
12144,2026-04-11,South,Product D,Accessory,CUST1474,Loyal,Partner,2,1200,0,2400.0,1440.0,960.0
12145,2026-04-11,East,Product A,Core,CUST1035,Loyal,Online,1,500,10,450.0,300.0,150.0
12146,2026-04-11,North,Product B,Core,CUST1400,Loyal,Online,4,750,0,3000.0,1800.0,1200.0
12147,2026-04-11,South,Product C,Accessory,CUST1009,New,Online,2,300,5,570.0,360.0,210.0
12148,2026-04-11,South,Product B,Core,CUST1143,New,Online,4,750,10,2700.0,1800.0,900.0
12149,2026-04-11,East,Product C,Accessory,CUST1538,Loyal,Online,4,300,5,1140.0,720.0,420.0
12150,2026-04-11,East,Product C,Accessory,CUST1264,Lost,Online,3,300,10,810.0,540.0,270.0
12151,2026-04-11,North,Product A,Core,CUST1550,New,Online,2,500,0,1000.0,600.0,400.0
12152,2026-04-11,East,Product B,Core,CUST1393,At Risk,Online,1,750,10,675.0,450.0,225.0
12153,2026-04-11,South,Product A,Core,CUST1492,At Risk,Online,2,500,0,1000.0,600.0,400.0
12154,2026-04-11,West,Product A,Core,CUST1560,Champions,Retail Store,1,500,10,450.0,300.0,150.0
12155,2026-04-11,South,Product B,Core,CUST1191,Loyal,Online,4,750,15,2550.0,1800.0,750.0
12156,2026-04-11,East,Product D,Accessory,CUST1396,At Risk,Partner,2,1200,0,2400.0,1440.0,960.0
12157,2026-04-11,East,Product D,Accessory,CUST1526,Lost,Online,1,1200,5,1140.0,720.0,420.0
12158,2026-04-12,West,Product A,Core,CUST1466,At Risk,Online,2,500,15,850.0,600.0,250.0
12159,2026-04-12,North,Product B,Core,CUST1336,Champions,Partner,1,750,0,750.0,450.0,300.0
12160,2026-04-12,South,Product B,Core,CUST1266,Loyal,Retail Store,4,750,10,2700.0,1800.0,900.0
12161,2026-04-12,South,Product A,Core,CUST1066,New,Online,1,500,5,475.0,300.0,175.0
12162,2026-04-12,North,Product B,Core,CUST1083,Loyal,Retail Store,2,750,0,1500.0,900.0,600.0
12163,2026-04-12,South,Product A,Core,CUST1165,Loyal,Retail Store,2,500,0,1000.0,600.0,400.0
12164,2026-04-12,East,Product B,Core,CUST1305,New,Retail Store,3,750,10,2025.0,1350.0,675.0
12165,2026-04-12,East,Product C,Accessory,CUST1019,At Risk,Retail Store,2,300,0,600.0,360.0,240.0
12166,2026-04-12,South,Product A,Core,CUST1527,Lost,Retail Store,1,500,15,425.0,300.0,125.0
12167,2026-04-12,North,Product B,Core,CUST1156,Loyal,Partner,3,750,0,2250.0,1350.0,900.0
12168,2026-04-12,East,Product A,Core,CUST1177,Lost,Partner,4,500,15,1700.0,1200.0,500.0
12169,2026-04-12,North,Product C,Accessory,CUST1047,Loyal,Online,3,300,0,900.0,540.0,360.0
12170,2026-04-12,South,Product D,Accessory,CUST1462,Lost,Online,4,1200,5,4560.0,2880.0,1680.0
12171,2026-04-12,North,Product A,Core,CUST1391,Champions,Retail Store,1,500,10,450.0,300.0,150.0
12172,2026-04-12,West,Product A,Core,CUST1215,At Risk,Online,3,500,0,1500.0,900.0,600.0
12173,2026-04-12,South,Product A,Core,CUST1172,Loyal,Online,1,500,0,500.0,300.0,200.0
12174,2026-04-12,West,Product A,Core,CUST1448,Champions,Partner,3,500,5,1425.0,900.0,525.0
12175,2026-04-12,South,Product D,Accessory,CUST1439,At Risk,Online,1,1200,5,1140.0,720.0,420.0
12176,2026-04-12,South,Product C,Accessory,CUST1303,New,Retail Store,1,300,10,270.0,180.0,90.0
12177,2026-04-12,West,Product A,Core,CUST1131,Lost,Partner,1,500,5,475.0,300.0,175.0
12178,2026-04-12,North,Product A,Core,CUST1508,New,Retail Store,4,500,15,1700.0,1200.0,500.0
12179,2026-04-12,North,Product A,Core,CUST1076,Loyal,Retail Store,3,500,10,1350.0,900.0,450.0
12180,2026-04-12,North,Product A,Core,CUST1321,New,Online,4,500,10,1800.0,1200.0,600.0
12181,2026-04-12,South,Product B,Core,CUST1503,New,Online,4,750,0,3000.0,1800.0,1200.0
12182,2026-04-12,North,Product C,Accessory,CUST1182,New,Retail Store,2,300,10,540.0,360.0,180.0
12183,2026-04-12,South,Product A,Core,CUST1593,New,Online,4,500,10,1800.0,1200.0,600.0
12184,2026-04-12,West,Product A,Core,CUST1010,Loyal,Retail Store,1,500,5,475.0,300.0,175.0
12185,2026-04-12,North,Product B,Core,CUST1084,Champions,Online,4,750,10,2700.0,1800.0,900.0
12186,2026-04-12,West,Product A,Core,CUST1069,New,Retail Store,4,500,10,1800.0,1200.0,600.0
12187,2026-04-12,South,Product A,Core,CUST1186,Loyal,Online,3,500,0,1500.0,900.0,600.0
12188,2026-04-12,West,Product A,Core,CUST1123,New,Online,4,500,10,1800.0,1200.0,600.0
12189,2026-04-12,North,Product B,Core,CUST1579,Loyal,Partner,3,750,15,1912.5,1350.0,562.5
12190,2026-04-12,North,Product B,Core,CUST1342,At Risk,Online,1,750,5,712.5,450.0,262.5
12191,2026-04-12,South,Product C,Accessory,CUST1092,New,Online,4,300,0,1200.0,720.0,480.0
12192,2026-04-12,South,Product C,Accessory,CUST1496,New,Retail Store,2,300,5,570.0,360.0,210.0
12193,2026-04-12,East,Product C,Accessory,CUST1161,Lost,Online,3,300,0,900.0,540.0,360.0
12194,2026-04-12,South,Product A,Core,CUST1263,Champions,Online,4,500,0,2000.0,1200.0,800.0
12195,2026-04-12,North,Product B,Core,CUST1133,Loyal,Online,4,750,20,2400.0,1800.0,600.0
12196,2026-04-12,West,Product A,Core,CUST1544,Champions,Retail Store,3,500,10,1350.0,900.0,450.0
